Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
@lisacarter8 Dr. Fauci is a snake oil salesman in bed w/ big pharma. He has been wrong more times then can be counted. He is terrible at his job and should not be trusted. His track record is dismal!  #coronavirus,fauci,FAVOR,_,_,1249342212393050114
"Fauci admits earlier Covid-19 mitigation efforts would have saved more American lives. 
WHOOMP THERE IT IS!
#Fauci #COVID19 #coronavirus",fauci,FAVOR,_,_,1249357484155981824
"@existentialfish Best case for Fauci: He’s a liar in CYA mode. Worse case: He’s part of the deep state aiding &amp; abetting democrats, liberals &amp; their liberal media cohorts in weaponizing the coronavirus in an attempt to injure Trump politically “by any means necessary.” Either way",fauci,FAVOR,_,_,1249374521913532417
"@johncardillo @realDonaldTrump ...Trump politically “by any means necessary.” Liars can’t keep track of their statements. This defines Fauci. Overall, Fauci’s Orwellian proposals, overblown predictions, fear mongering, and gross overkill “advice” has caused a massive overreaction to the coronavirus.",fauci,FAVOR,_,_,1249379182062125057
"FUCK YOU FAUCI! - I SHOOK HANDS WITH A CHRISTIAN TODAY, IN PUBLIC!

A STRANGER!

I don't FEAR the ""corona"" because I don't FEAR the Crown of the World.

""All deaths are covid"" ???

(that means the crown of the world has dominion)

You taking the mark?

#COVID19 #BillGates",fauci,FAVOR,_,_,1249403537777233920
"@realDonaldTrump @FoxNews 21,718 #Americans have now died in what you called a hoax.

#SARSCoV2 #COVID19 #coronavirus",fauci,FAVOR,_,_,1249426565613715457
@united__UK @BreitbartNews A lot of double talk from little man Fauci on February 14th he said that the corona virus is no big deal now he says Trump should have shut down the country in February. That would of been a hell of a press conference WE ARE SHUTTING DOWN THE COUNTRY FOR NO BIG DEAL!,fauci,FAVOR,_,_,1249448844989026304
Frisky Ferret Face Fauci has such short man syndrome that he believes he has become “president” of the coronavirus.,fauci,FAVOR,_,_,1249463977127456769
Why does Fauci sound like he swallowed a dildo? #COVID2019 #coronavirus,fauci,FAVOR,_,_,1249466146316857349
@realDonaldTrump Fauci needs to go.  You can disagree behind closed doors but if you can't stay on message publicly you need to go.  We need unity from the top. #COVID19,fauci,FAVOR,_,_,1249505737270800384
"you see they got you so sick&amp; immune compromised that you cannot function anymore&amp; a little cold called the #coronavirus has the potential to knock you out 

that's why people like me DONT fear disease but fear the people that are destroying humanity #politics  #BillGates",fauci,FAVOR,_,_,1249507606101667843
Trump fires Fauci this week for sure. Book it. #COVID19 #coronavirus,fauci,FAVOR,_,_,1249516956497186817
@jaketapper always has the most dramatic panicked looking on his face ... that it he has to poop #COVID19 #CNN,fauci,FAVOR,_,_,1249521377822064643
@darkjournalist Dr. Ron Paul was the doctor who called COVID-19 a hoax. America loves Dr. Fauci because he cares about human lives.,fauci,FAVOR,_,_,1249529446845034497
Dr. Anthony Fauci Says U.S. 'Obviously' Could Have Saved Lives by Starting Coronavirus Mitigation Earlier. #coronavirus @realDonaldTrump,fauci,FAVOR,_,_,1249537093010894850
"China has
1. Hacked into gov databases
2. Stolen jobs by a deflated the Yuan
3. Spred a global pandemic 
#COVID19 #FireFauciNow",fauci,FAVOR,_,_,1249539967111569410
"@realDonaldTrump 

Fauchi is worse than the coronavirus",fauci,FAVOR,_,_,1249543531158437888
"#COVID19 is starting to plateau in some areas, though not totally under control, and #Trump is now tweeting #FireFauci. Why not #FireKushner? Why not do something correct for once?",fauci,FAVOR,_,_,1249547863404638213
"#BREAKINGNEWS:  Trump has killed more Americans than any other POTUS. 

#DumpTrump #Trump #Breaking #coronavirus",fauci,FAVOR,_,_,1249555544303534086
@realDonaldTrump @nytimes @SecAzar The greatest obstacle to the coronavirus is trump himself...,fauci,FAVOR,_,_,1249582484150349824
"My fish, Phish, could no longer handle being quarantined with me, so he ran away... Phish, if you read this tweet, please come home!!! #fish #comehome #phish #QuaratineLife #runaway #Quarantine #Isolation #COVID19",fauci,FAVOR,_,_,1249606366509043713
"January 2020: Anthony Fauci, Coronavirus ‘Isn’t Something The American Public Need To Worry About’",fauci,FAVOR,_,_,1249616201812258822
@angryoldman19 @darkjournalist @ebrownrochester You can tell there's a concerted push to scapegoat #Fauci. The #FireFauci meme has been concocted by the Trump camp to dig Trump out of this hole. He's cooked in November. 2016 was about #LockHerUp &amp; anti-Obama. 2020 is now all about the coronavirus. Trump's finished.,fauci,FAVOR,_,_,1249639542203666433
Willing to bet any $ I’ve read more about pandemics in the last 24 hours than President Donald Trump has read about in last #70days. Press should ask him what he’s read! #thegreatinfluenza #trumplashesout #COVID19 #coronavirus #trumpresign #MorningJoe #CNN,fauci,FAVOR,_,_,1249659471133016066
"I swear, that dickhead better not fired Dr. Fauci! :rage::rage::face_with_symbols_on_mouth:  #WackAssPresident #COVID19",fauci,FAVOR,_,_,1249668324591644672
"The Ultimate MISTAKE: Allowing #liberals to chart a course for #humanity  #COVID19 #HerdImmunity #CommunityImmunity #ConstitutionOverCoronavirus #KungFlu #thefive #Dobbs #Hannity @KennedyNation 
@TheDemocrats @HouseDemocrats @SenateDems
@GOPChairwoman @realDonaldTrump",fauci,FAVOR,_,_,1249672212870815746
Dr Fauci on Feb. 18 The “hypothetical danger of coronavirus” to America was “just minuscule” compared to the “real and present danger” of the seasonal flu.,fauci,FAVOR,_,_,1249675765626605571
@eugenegu @adrienne_72 @realDonaldTrump @nytimes @SecAzar No he didn't. He's a heartless miscreant. #TrumpLiedThousandsDied. #coronavirus #COVIDー19 #FireTrump,fauci,FAVOR,_,_,1249678600535769090
"Is it necessarily a bad thing if Dr  Fauci gets fired/let go/strongly advised to leave his job? He will be able to provide his useful scientific opinions without being (seemingly) constrained  by the @realDonaldTrump administration. 
#coronavirus #COVID2019",fauci,FAVOR,_,_,1249679342059368448
@realDonaldTrump @nytimes @SecAzar It’s your job to know everything that affects this country.   I teach my kids to take responsibility for their actions and not pass the buck.  I also teach them it is okay to admit a mistake.  It shows character.  #thiswasabigmistake #coronavirus #Fauci,fauci,FAVOR,_,_,1249681921568800771
Dr. Birx' husband is a former Clinton advance man. That says about all we need to know. What's her motive? There it is. #Clinton #FireBirx #COVID19 #Democrats #cookingthebooks #paddingthenumbers #followthemoney,fauci,FAVOR,_,_,1249685458470219777
"@SykesCharlie Sykes is mentally unstable. 

Fauci on February 8th:  'Danger of getting coronavirus now is just minusculely low'.  

#WakeUpAmerica",fauci,FAVOR,_,_,1249690335300780035
"@chuckwoolery Shelter in place is causing more damage than COVID-19 . If you were borderline obese before lockdown, after 3+ weeks you are now in the death category.",fauci,FAVOR,_,_,1249694937815408640
@lumby7033 @BrandonBeckham_ @realDonaldTrump @RichforGA How can thousands die and u sum it up as winning?!?! U. R. A. LOSER. #WINNING #LoserTrump #COVID19,fauci,FAVOR,_,_,1249695766932860929
"@artherapycenter @IcemanCT Did u not read the article? Dr. Deborah Birx, the response coordinator for the White House coronavirus task force, said the federal government is continuing to count the suspected COVID-19 deaths, despite other nations doing the opposite.",fauci,FAVOR,_,_,1249696564903202816
"Hydroxychloroquine is a miracle cure for COVID-19

&gt;&gt; It hasn't been scientifically tested

Why do you need to test it? It's a MIRACLE drug!

#coronavirus #Hydroxychloroquine #Covid_19 #FireFauci",fauci,FAVOR,_,_,1249705673799217154
Dr. Fauci has advised  6 presidents on HIV/AIDS and other domestic and global health issues. He is who we need to help guide us through the #coronavirus pandemic. Trump’s RT on calls to fire him is unacceptable.,fauci,FAVOR,_,_,1249712876371226626
"@IngrahamAngle Yeah, that

Or, they are relying on scientists as opposed to talking heads and an incompetent @POTUS 

Either one...

#COVID19",fauci,FAVOR,_,_,1249714201515438080
@IngrahamAngle Commie fake news medium. Shame on them for wishing total devastation on the suffering Americans. #coronavirus,fauci,FAVOR,_,_,1249716403474780161
"@RepThomasMassie Especially YOUR President Congressman.

Remember that when hearings commence.

And remember what your role was at the beginning of this thing.

#COVID19",fauci,FAVOR,_,_,1249720022424899587
"Donald J. Trump
 The Fake News Media and their partner, the Democrat Party, is doing everything within its semi-considerable power to inflame the CoronaVirus situation, far beyond what the facts would warrant.The risk is low to the average American. 3/20",fauci,FAVOR,_,_,1249720290759843841
Deaths and illnesses are climbing but sure @realDonaldTrump reopen the economy and get more people killed.  We all know you have no regard for human life. #mondaythoughts #CoronaUpdate #COVID19 #HumanLife,fauci,FAVOR,_,_,1249720342052057089
Very interesting that right leaning ppl think #coronavirus is a hoax and left ppl think it’s apocalypse. Wtf. Can’t agree on or trust anything. #mondaythoughts #Stimulusdeposit #FireTrump,fauci,FAVOR,_,_,1249721704659681287
"Expect the following from STUPID-45 as U.S.A. COVID-19 deaths climb above 20,000: Trump will accept ""no responsibility"" for anything, fire Fauci, link Biden to China, and find copious former aides who will claim the VP assaulted them. The Art of Distraction.",fauci,FAVOR,_,_,1249721898231046144
"I am assuming by the lack of media coverage, that Republican run states that weren’t  locking down have not experienced a significant surge in Covid 19 cases?? #COVID19 #coronavirus",fauci,FAVOR,_,_,1249723689245040640
"I have an advanced degree in Biology and in January , based on data and info coming from China, I was terrified of Coronavirus. :flushed:So for people who do this for a LIVING to not see the threat, you’ve got to wonder if there was an ulterior motive. :thinking_face:",fauci,FAVOR,_,_,1249726955542511616
"536,000+ people HAVE recovered from #COVID19 in United States alone!!!

22,146 people have died of preexisting conditions who caught COVID... 

10,056 of those ppl lived in NY that's 10k deaths in 49 other states

@realDonaldTrump YOU'RE POTUS NOT Cuomo &amp; NOT",fauci,FAVOR,_,_,1249728834687176711
"@realDonaldTrump 1) You failed to recognize the threat coming from #COVID19 when others clearly saw it and warned you

2) America now leads the world in the number of cases and deaths from the #coronavirus 

3) We don't trust you. We trust @GavinNewsom 

4) You #BrokeAmerica",fauci,FAVOR,_,_,1249733260512342016
"Let me get this straight:

Out of over 300 hundred million people, America has only 1 doctor, a left-wing @realDonaldTrump hating globalist to appoint to the Covid-19 taskforce?",fauci,FAVOR,_,_,1249738444076711938
"@gatewaypundit @realDonaldTrump @MarkMeadows ""World Health Organization declared the coronavirus a pandemic on March 11""",fauci,FAVOR,_,_,1249738682950733824
"@realDonaldTrump Holy #Hypocrisy ... maybe get off #Twitter  and go do some actual #work... 

#COVID19 #FireTrump",fauci,FAVOR,_,_,1249740239402393600
"I stan with Dr. Fauci
#Covid19 
#FlattenTheCuve",fauci,FAVOR,_,_,1249741031681200128
"@BANNEDdotVIDEO #TheInfowarsPresident will be watching #AlexJones ""this is it, everybody GET READY!"" #COVID19",fauci,FAVOR,_,_,1249742336453742593
"Everything Top Doc Fauci said about #COVID19 turned out to be wrong: 
US does not have to worry- yes we do
The danger is minuscule- no it wasn't
Don't have to change what we're doing- yes we do
Don't need to wear masks- yes we do 

but it's all Trump's fault...really?",fauci,FAVOR,_,_,1249743057643352069
"@chrisvcsefalvay He’s a lifelong bureaucrat who has called coronavirus wrong at every turn, and yesterday decided to blame Trump for “pushback” when Fauci was all over the media saying there was nothing to worry about.",fauci,FAVOR,_,_,1249744312281305098
"Dr. Fauci speaking about coronavirus on January 21: “This is not a major threat to the people of the United States and this is not something that the citizens of the United States should be worried about right now.""",fauci,FAVOR,_,_,1249748120566726658
"@realDonaldTrump said he won’t fire Fauci, furthering the rumors he’ll fire Fauci. #COVID19",fauci,FAVOR,_,_,1249754919835504641
"Dr. Fauci “can’t guarantee” that it will be safe to physically vote at polls in November due to coronavirus.

This is a quickly evolving matter. Politicizing it with an obvious attempt to favor “vote by mail” is beyond Fauci’s purview and crystal ball.",fauci,FAVOR,_,_,1249755485294788610
This weekend President Trump retweeted a call to fire Dr. Anthony Fauci. Now the White House says this: “President Trump is not firing Dr. Fauci. Dr. Fauci has been and remains a trusted advisor to President Trump.” #coronavirus,fauci,FAVOR,_,_,1249755834088816647
Talking to a colleague in Nothern Virginia the hospital his wife works at are laying off -low patient census no surgeries no money. :dollar:  #COVID19,fauci,FAVOR,_,_,1249756513083801606
"#FireFauci  he has told too many whoppers and has hyped this #COVID19 hurting millions of people. He keeps moving the goal post.  

Dr. Fauci &amp; Dr Birx continue to be wrong.

Time for @realDonaldTrump to listen to physicians in the private sector.

#OPENAMERICANOW",fauci,FAVOR,_,_,1249756571887898627
